,subj_sess,time,key,value
95,U555_ses0,1659907783496.34,syncPulse,{}
96,U555_ses0,1659907784563.54,syncPulse,{}
97,U555_ses0,1659907785700.93,syncPulse,{}
98,U555_ses0,1659907786674.4,syncPulse,{}
99,U555_ses0,1659907787844.65,syncPulse,{}
100,U555_ses0,1659907788925.96,syncPulse,{}
101,U555_ses0,1659907789910.21,syncPulse,{}
102,U555_ses0,1659907790743.5,syncPulse,{}
103,U555_ses0,1659907791824.11,syncPulse,{}
104,U555_ses0,1659907792911.49,syncPulse,{}
105,U555_ses0,1659907793836.96,syncPulse,{}
106,U555_ses0,1659907794700.4,syncPulse,{}
107,U555_ses0,1659907795624.63,syncPulse,{}
108,U555_ses0,1659907796595.88,syncPulse,{}
109,U555_ses0,1659907797530.05,syncPulse,{}
110,U555_ses0,1659907798527.23,syncPulse,{}
111,U555_ses0,1659907799567.52,syncPulse,{}
112,U555_ses0,1659907800680.64,syncPulse,{}
113,U555_ses0,1659907801632.97,syncPulse,{}
114,U555_ses0,1659907802802.75,syncPulse,{}
115,U555_ses0,1659907803896.97,syncPulse,{}
116,U555_ses0,1659907804970.36,syncPulse,{}
117,U555_ses0,1659907805843.68,syncPulse,{}
118,U555_ses0,1659907806921.15,syncPulse,{}
119,U555_ses0,1659907807721.62,syncPulse,{}
120,U555_ses0,1659907808782.96,syncPulse,{}
121,U555_ses0,1659907809863.21,syncPulse,{}
122,U555_ses0,1659907810885.94,syncPulse,{}
123,U555_ses0,1659907811862.32,syncPulse,{}
124,U555_ses0,1659907812788.79,syncPulse,{}
125,U555_ses0,1659907813889.29,syncPulse,{}
126,U555_ses0,1659907814973.63,syncPulse,{}
127,U555_ses0,1659907816040.93,syncPulse,{}
128,U555_ses0,1659907816913.29,syncPulse,{}
134,U555_ses0,1659907818003.51,syncPulse,{}
135,U555_ses0,1659907819111.83,syncPulse,{}
136,U555_ses0,1659907819975.25,syncPulse,{}
137,U555_ses0,1659907820906.66,syncPulse,{}
138,U555_ses0,1659907821823.89,syncPulse,{}
139,U555_ses0,1659907822678.13,syncPulse,{}
140,U555_ses0,1659907823657.41,syncPulse,{}
141,U555_ses0,1659907824778.67,syncPulse,{}
142,U555_ses0,1659907825611.86,syncPulse,{}
143,U555_ses0,1659907826710.17,syncPulse,{}
144,U555_ses0,1659907827857.45,syncPulse,{}
145,U555_ses0,1659907828670.93,syncPulse,{}
146,U555_ses0,1659907829623.42,syncPulse,{}
147,U555_ses0,1659907830810.79,syncPulse,{}
148,U555_ses0,1659907831631.27,syncPulse,{}
149,U555_ses0,1659907832651.77,syncPulse,{}
150,U555_ses0,1659907833465.29,syncPulse,{}
151,U555_ses0,1659907834286.77,syncPulse,{}
152,U555_ses0,1659907835209.02,syncPulse,{}
153,U555_ses0,1659907836108.45,syncPulse,{}
154,U555_ses0,1659907837149.78,syncPulse,{}
155,U555_ses0,1659907838023.13,syncPulse,{}
156,U555_ses0,1659907839017.46,syncPulse,{}
161,U555_ses0,1659907839877.66,syncPulse,{}
163,U555_ses0,1659907840849.95,syncPulse,{}
164,U555_ses0,1659907841759.23,syncPulse,{}
165,U555_ses0,1659907842559.54,syncPulse,{}
166,U555_ses0,1659907843721.89,syncPulse,{}
167,U555_ses0,1659907844778.12,syncPulse,{}
168,U555_ses0,1659907845732.49,syncPulse,{}
169,U555_ses0,1659907846918.96,syncPulse,{}
170,U555_ses0,1659907847959.23,syncPulse,{}
171,U555_ses0,1659907848954.52,syncPulse,{}
172,U555_ses0,1659907849805.86,syncPulse,{}
173,U555_ses0,1659907850887.33,syncPulse,{}
174,U555_ses0,1659907851912.54,syncPulse,{}
175,U555_ses0,1659907852846.72,syncPulse,{}
176,U555_ses0,1659907853755.18,syncPulse,{}
177,U555_ses0,1659907854741.5,syncPulse,{}
178,U555_ses0,1659907855638.97,syncPulse,{}
179,U555_ses0,1659907856629.21,syncPulse,{}
180,U555_ses0,1659907857801.46,syncPulse,{}
181,U555_ses0,1659907858840.89,syncPulse,{}
182,U555_ses0,1659907859816.35,syncPulse,{}
183,U555_ses0,1659907860945.62,syncPulse,{}
184,U555_ses0,1659907862132.05,syncPulse,{}
185,U555_ses0,1659907863040.53,syncPulse,{}
186,U555_ses0,1659907864134.36,syncPulse,{}
187,U555_ses0,1659907865135.79,syncPulse,{}
188,U555_ses0,1659907866291.15,syncPulse,{}
189,U555_ses0,1659907867203.65,syncPulse,{}
190,U555_ses0,1659907868283.15,syncPulse,{}
191,U555_ses0,1659907869245.38,syncPulse,{}
192,U555_ses0,1659907870213.59,syncPulse,{}
193,U555_ses0,1659907871244.79,syncPulse,{}
194,U555_ses0,1659907872260.95,syncPulse,{}
195,U555_ses0,1659907873175.16,syncPulse,{}
196,U555_ses0,1659907873978.36,syncPulse,{}
197,U555_ses0,1659907875136.74,syncPulse,{}
198,U555_ses0,1659907875943.94,syncPulse,{}
199,U555_ses0,1659907876797.1,syncPulse,{}
200,U555_ses0,1659907877813.38,syncPulse,{}
201,U555_ses0,1659907878678.52,syncPulse,{}
202,U555_ses0,1659907879757.77,syncPulse,{}
203,U555_ses0,1659907880869.27,syncPulse,{}
204,U555_ses0,1659907881775.85,syncPulse,{}
205,U555_ses0,1659907882794.12,syncPulse,{}
206,U555_ses0,1659907883695.31,syncPulse,{}
207,U555_ses0,1659907884600.75,syncPulse,{}
208,U555_ses0,1659907885595.99,syncPulse,{}
209,U555_ses0,1659907886482.4,syncPulse,{}
210,U555_ses0,1659907887586.95,syncPulse,{}
211,U555_ses0,1659907888621.27,syncPulse,{}
212,U555_ses0,1659907889445.48,syncPulse,{}
213,U555_ses0,1659907890554.67,syncPulse,{}
214,U555_ses0,1659907891623.95,syncPulse,{}
215,U555_ses0,1659907892658.38,syncPulse,{}
216,U555_ses0,1659907893476.64,syncPulse,{}
217,U555_ses0,1659907894406.93,syncPulse,{}
218,U555_ses0,1659907895392.35,syncPulse,{}
219,U555_ses0,1659907896192.64,syncPulse,{}
220,U555_ses0,1659907897100.11,syncPulse,{}
221,U555_ses0,1659907898061.34,syncPulse,{}
222,U555_ses0,1659907899161.56,syncPulse,{}
223,U555_ses0,1659907900003.0,syncPulse,{}
224,U555_ses0,1659907900910.25,syncPulse,{}
225,U555_ses0,1659907901788.53,syncPulse,{}
226,U555_ses0,1659907902615.94,syncPulse,{}
227,U555_ses0,1659907903636.25,syncPulse,{}
233,U555_ses0,1659907904500.67,syncPulse,{}
234,U555_ses0,1659907905412.14,syncPulse,{}
235,U555_ses0,1659907906343.42,syncPulse,{}
236,U555_ses0,1659907907292.66,syncPulse,{}
237,U555_ses0,1659907908272.06,syncPulse,{}
238,U555_ses0,1659907909116.29,syncPulse,{}
239,U555_ses0,1659907910289.58,syncPulse,{}
240,U555_ses0,1659907911396.01,syncPulse,{}
241,U555_ses0,1659907912556.23,syncPulse,{}
242,U555_ses0,1659907913620.45,syncPulse,{}
243,U555_ses0,1659907914642.7,syncPulse,{}
244,U555_ses0,1659907915611.0,syncPulse,{}
245,U555_ses0,1659907916419.37,syncPulse,{}
246,U555_ses0,1659907917406.59,syncPulse,{}
247,U555_ses0,1659907918213.01,syncPulse,{}
248,U555_ses0,1659907919282.5,syncPulse,{}
249,U555_ses0,1659907920289.73,syncPulse,{}
250,U555_ses0,1659907921135.05,syncPulse,{}
251,U555_ses0,1659907922072.34,syncPulse,{}
252,U555_ses0,1659907923130.75,syncPulse,{}
253,U555_ses0,1659907924292.99,syncPulse,{}
254,U555_ses0,1659907925475.18,syncPulse,{}
255,U555_ses0,1659907926370.59,syncPulse,{}
256,U555_ses0,1659907927442.77,syncPulse,{}
257,U555_ses0,1659907928416.29,syncPulse,{}
258,U555_ses0,1659907929223.59,syncPulse,{}
259,U555_ses0,1659907930369.87,syncPulse,{}
260,U555_ses0,1659907931225.09,syncPulse,{}
261,U555_ses0,1659907932189.37,syncPulse,{}
262,U555_ses0,1659907933226.78,syncPulse,{}
263,U555_ses0,1659907934231.26,syncPulse,{}
264,U555_ses0,1659907935058.49,syncPulse,{}
265,U555_ses0,1659907936048.76,syncPulse,{}
266,U555_ses0,1659907937129.23,syncPulse,{}
267,U555_ses0,1659907937969.55,syncPulse,{}
268,U555_ses0,1659907938854.03,syncPulse,{}
269,U555_ses0,1659907940008.29,syncPulse,{}
270,U555_ses0,1659907940963.7,syncPulse,{}
271,U555_ses0,1659907941818.25,syncPulse,{}
272,U555_ses0,1659907942998.72,syncPulse,{}
273,U555_ses0,1659907944135.16,syncPulse,{}
274,U555_ses0,1659907945297.58,syncPulse,{}
275,U555_ses0,1659907946371.07,syncPulse,{}
276,U555_ses0,1659907947325.35,syncPulse,{}
277,U555_ses0,1659907948432.79,syncPulse,{}
278,U555_ses0,1659907949250.3,syncPulse,{}
279,U555_ses0,1659907950443.56,syncPulse,{}
280,U555_ses0,1659907951562.89,syncPulse,{}
286,U555_ses0,1659907952518.3,syncPulse,{}
287,U555_ses0,1659907953349.69,syncPulse,{}
288,U555_ses0,1659907954382.93,syncPulse,{}
289,U555_ses0,1659907955244.26,syncPulse,{}
290,U555_ses0,1659907956384.59,syncPulse,{}
291,U555_ses0,1659907957352.92,syncPulse,{}
292,U555_ses0,1659907958411.34,syncPulse,{}
293,U555_ses0,1659907959293.53,syncPulse,{}
294,U555_ses0,1659907960108.7,syncPulse,{}
295,U555_ses0,1659907961167.13,syncPulse,{}
296,U555_ses0,1659907962343.61,syncPulse,{}
297,U555_ses0,1659907963316.1,syncPulse,{}
298,U555_ses0,1659907964213.59,syncPulse,{}
299,U555_ses0,1659907965331.98,syncPulse,{}
300,U555_ses0,1659907966274.19,syncPulse,{}
301,U555_ses0,1659907967197.56,syncPulse,{}
302,U555_ses0,1659907968056.84,syncPulse,{}
303,U555_ses0,1659907969051.12,syncPulse,{}
304,U555_ses0,1659907970228.46,syncPulse,{}
305,U555_ses0,1659907971154.78,syncPulse,{}
306,U555_ses0,1659907972101.11,syncPulse,{}
307,U555_ses0,1659907973223.45,syncPulse,{}
308,U555_ses0,1659907974337.8,syncPulse,{}
309,U555_ses0,1659907975190.08,syncPulse,{}
310,U555_ses0,1659907976380.5,syncPulse,{}
311,U555_ses0,1659907977337.74,syncPulse,{}
312,U555_ses0,1659907978460.08,syncPulse,{}
313,U555_ses0,1659907979659.42,syncPulse,{}
314,U555_ses0,1659907980568.71,syncPulse,{}
315,U555_ses0,1659907981710.09,syncPulse,{}
316,U555_ses0,1659907982875.35,syncPulse,{}
317,U555_ses0,1659907983831.81,syncPulse,{}
318,U555_ses0,1659907984645.22,syncPulse,{}
319,U555_ses0,1659907985471.59,syncPulse,{}
320,U555_ses0,1659907986571.99,syncPulse,{}
321,U555_ses0,1659907987504.56,syncPulse,{}
322,U555_ses0,1659907988307.91,syncPulse,{}
323,U555_ses0,1659907989250.32,syncPulse,{}
324,U555_ses0,1659907990137.67,syncPulse,{}
325,U555_ses0,1659907990960.2,syncPulse,{}
326,U555_ses0,1659907991782.66,syncPulse,{}
327,U555_ses0,1659907992940.89,syncPulse,{}
328,U555_ses0,1659907993809.1,syncPulse,{}
334,U555_ses0,1659907994705.29,syncPulse,{}
335,U555_ses0,1659907995683.7,syncPulse,{}
336,U555_ses0,1659907996766.18,syncPulse,{}
337,U555_ses0,1659907997848.69,syncPulse,{}
338,U555_ses0,1659907998666.24,syncPulse,{}
339,U555_ses0,1659907999685.73,syncPulse,{}
340,U555_ses0,1659908000636.26,syncPulse,{}
341,U555_ses0,1659908001530.53,syncPulse,{}
342,U555_ses0,1659908002442.94,syncPulse,{}
343,U555_ses0,1659908003282.27,syncPulse,{}
344,U555_ses0,1659908004349.82,syncPulse,{}
345,U555_ses0,1659908005323.08,syncPulse,{}
351,U555_ses0,1659908006356.28,syncPulse,{}
352,U555_ses0,1659908007273.49,syncPulse,{}
353,U555_ses0,1659908008254.72,syncPulse,{}
354,U555_ses0,1659908009126.15,syncPulse,{}
355,U555_ses0,1659908010109.56,syncPulse,{}
356,U555_ses0,1659908011155.84,syncPulse,{}
357,U555_ses0,1659908012214.32,syncPulse,{}
358,U555_ses0,1659908013387.85,syncPulse,{}
359,U555_ses0,1659908014262.3,syncPulse,{}
360,U555_ses0,1659908015355.55,syncPulse,{}
361,U555_ses0,1659908016375.95,syncPulse,{}
369,U555_ses0,1659908017335.46,syncPulse,{}
370,U555_ses0,1659908018205.7,syncPulse,{}
380,U555_ses0,1659908019023.01,syncPulse,{}
381,U555_ses0,1659908019832.38,syncPulse,{}
382,U555_ses0,1659908020751.86,syncPulse,{}
383,U555_ses0,1659908021869.16,syncPulse,{}
384,U555_ses0,1659908022776.43,syncPulse,{}
385,U555_ses0,1659908023931.64,syncPulse,{}
386,U555_ses0,1659908024834.8,syncPulse,{}
387,U555_ses0,1659908025822.96,syncPulse,{}
388,U555_ses0,1659908026876.43,syncPulse,{}
389,U555_ses0,1659908027894.9,syncPulse,{}
393,U555_ses0,1659908028968.77,syncPulse,{}
394,U555_ses0,1659908029877.22,syncPulse,{}
395,U555_ses0,1659908030952.5,syncPulse,{}
396,U555_ses0,1659908032056.87,syncPulse,{}
397,U555_ses0,1659908033036.19,syncPulse,{}
398,U555_ses0,1659908034194.59,syncPulse,{}
399,U555_ses0,1659908035240.99,syncPulse,{}
400,U555_ses0,1659908036293.41,syncPulse,{}
401,U555_ses0,1659908037209.74,syncPulse,{}
402,U555_ses0,1659908038154.99,syncPulse,{}
403,U555_ses0,1659908039208.2,syncPulse,{}
404,U555_ses0,1659908040075.59,syncPulse,{}
405,U555_ses0,1659908040891.01,syncPulse,{}
406,U555_ses0,1659908041913.52,syncPulse,{}
407,U555_ses0,1659908042784.02,syncPulse,{}
408,U555_ses0,1659908043888.33,syncPulse,{}
409,U555_ses0,1659908044863.77,syncPulse,{}
410,U555_ses0,1659908045828.28,syncPulse,{}
411,U555_ses0,1659908047013.8,syncPulse,{}
412,U555_ses0,1659908048208.29,syncPulse,{}
413,U555_ses0,1659908049211.2,syncPulse,{}
414,U555_ses0,1659908050369.47,syncPulse,{}
415,U555_ses0,1659908051291.9,syncPulse,{}
416,U555_ses0,1659908052303.16,syncPulse,{}
417,U555_ses0,1659908053502.47,syncPulse,{}
418,U555_ses0,1659908054512.93,syncPulse,{}
419,U555_ses0,1659908055343.44,syncPulse,{}
438,U555_ses0,1659908056319.97,syncPulse,{}
469,U555_ses0,1659908057124.79,syncPulse,{}
503,U555_ses0,1659908058007.97,syncPulse,{}
539,U555_ses0,1659908058971.23,syncPulse,{}
582,U555_ses0,1659908060156.43,syncPulse,{}
625,U555_ses0,1659908061335.74,syncPulse,{}
666,U555_ses0,1659908062434.11,syncPulse,{}
707,U555_ses0,1659908063541.59,syncPulse,{}
751,U555_ses0,1659908064704.84,syncPulse,{}
790,U555_ses0,1659908065812.11,syncPulse,{}
834,U555_ses0,1659908066953.41,syncPulse,{}
865,U555_ses0,1659908067831.64,syncPulse,{}
894,U555_ses0,1659908068646.06,syncPulse,{}
934,U555_ses0,1659908069673.3,syncPulse,{}
965,U555_ses0,1659908070514.52,syncPulse,{}
998,U555_ses0,1659908071417.87,syncPulse,{}
1030,U555_ses0,1659908072231.24,syncPulse,{}
1067,U555_ses0,1659908073248.7,syncPulse,{}
1107,U555_ses0,1659908074399.05,syncPulse,{}
1152,U555_ses0,1659908075592.52,syncPulse,{}
1195,U555_ses0,1659908076689.78,syncPulse,{}
1233,U555_ses0,1659908077736.02,syncPulse,{}
1270,U555_ses0,1659908078739.19,syncPulse,{}
1306,U555_ses0,1659908079719.53,syncPulse,{}
1348,U555_ses0,1659908080858.93,syncPulse,{}
1387,U555_ses0,1659908081861.45,syncPulse,{}
1427,U555_ses0,1659908082919.8,syncPulse,{}
1461,U555_ses0,1659908083735.29,syncPulse,{}
1503,U555_ses0,1659908084850.67,syncPulse,{}
1551,U555_ses0,1659908086035.96,syncPulse,{}
1557,U555_ses0,1659908086899.26,syncPulse,{}
1558,U555_ses0,1659908088003.49,syncPulse,{}
1559,U555_ses0,1659908089172.85,syncPulse,{}
1560,U555_ses0,1659908090300.12,syncPulse,{}
1561,U555_ses0,1659908091169.33,syncPulse,{}
1562,U555_ses0,1659908092216.68,syncPulse,{}
1563,U555_ses0,1659908093050.06,syncPulse,{}
1564,U555_ses0,1659908094232.63,syncPulse,{}
1565,U555_ses0,1659908095301.03,syncPulse,{}
1566,U555_ses0,1659908096188.28,syncPulse,{}
1567,U555_ses0,1659908097105.72,syncPulse,{}
1568,U555_ses0,1659908098219.95,syncPulse,{}
1577,U555_ses0,1659908099128.08,syncPulse,{}
1578,U555_ses0,1659908100324.54,syncPulse,{}
1579,U555_ses0,1659908101358.07,syncPulse,{}
1580,U555_ses0,1659908102243.65,syncPulse,{}
1581,U555_ses0,1659908103413.97,syncPulse,{}
1582,U555_ses0,1659908104380.46,syncPulse,{}
1583,U555_ses0,1659908105341.8,syncPulse,{}
1584,U555_ses0,1659908106396.29,syncPulse,{}
1585,U555_ses0,1659908107305.8,syncPulse,{}
1586,U555_ses0,1659908108500.03,syncPulse,{}
1587,U555_ses0,1659908109349.35,syncPulse,{}
1588,U555_ses0,1659908110366.35,syncPulse,{}
1589,U555_ses0,1659908111299.61,syncPulse,{}
1590,U555_ses0,1659908112429.01,syncPulse,{}
1591,U555_ses0,1659908113429.54,syncPulse,{}
1592,U555_ses0,1659908114532.86,syncPulse,{}
1593,U555_ses0,1659908115557.36,syncPulse,{}
1594,U555_ses0,1659908116539.86,syncPulse,{}
1595,U555_ses0,1659908117461.34,syncPulse,{}
1596,U555_ses0,1659908118543.84,syncPulse,{}
1597,U555_ses0,1659908119736.12,syncPulse,{}
1598,U555_ses0,1659908120913.53,syncPulse,{}
1599,U555_ses0,1659908121958.06,syncPulse,{}
1600,U555_ses0,1659908122795.54,syncPulse,{}
1601,U555_ses0,1659908123704.81,syncPulse,{}
1612,U555_ses0,1659908124592.05,syncPulse,{}
1613,U555_ses0,1659908125550.47,syncPulse,{}
1614,U555_ses0,1659908126543.8,syncPulse,{}
1615,U555_ses0,1659908127414.24,syncPulse,{}
1616,U555_ses0,1659908128245.56,syncPulse,{}
1617,U555_ses0,1659908129393.96,syncPulse,{}
1618,U555_ses0,1659908130457.39,syncPulse,{}
1619,U555_ses0,1659908131533.64,syncPulse,{}
1620,U555_ses0,1659908132716.88,syncPulse,{}
1621,U555_ses0,1659908133656.14,syncPulse,{}
1622,U555_ses0,1659908134663.36,syncPulse,{}
1623,U555_ses0,1659908135809.67,syncPulse,{}
1624,U555_ses0,1659908136863.2,syncPulse,{}
1625,U555_ses0,1659908137895.6,syncPulse,{}
1626,U555_ses0,1659908138788.0,syncPulse,{}
1627,U555_ses0,1659908139842.49,syncPulse,{}
1628,U555_ses0,1659908140702.75,syncPulse,{}
1629,U555_ses0,1659908141778.21,syncPulse,{}
1634,U555_ses0,1659908142648.07,syncPulse,{}
1635,U555_ses0,1659908143703.55,syncPulse,{}
1646,U555_ses0,1659908144656.38,syncPulse,{}
1647,U555_ses0,1659908145650.63,syncPulse,{}
1657,U555_ses0,1659908146589.96,syncPulse,{}
1658,U555_ses0,1659908147436.36,syncPulse,{}
1659,U555_ses0,1659908148365.7,syncPulse,{}
1660,U555_ses0,1659908149323.17,syncPulse,{}
1661,U555_ses0,1659908150209.69,syncPulse,{}
1662,U555_ses0,1659908151376.02,syncPulse,{}
1663,U555_ses0,1659908152410.44,syncPulse,{}
1664,U555_ses0,1659908153531.76,syncPulse,{}
1665,U555_ses0,1659908154461.27,syncPulse,{}
1666,U555_ses0,1659908155413.8,syncPulse,{}
1670,U555_ses0,1659908156411.18,syncPulse,{}
1671,U555_ses0,1659908157587.57,syncPulse,{}
1672,U555_ses0,1659908158670.93,syncPulse,{}
1673,U555_ses0,1659908159479.13,syncPulse,{}
1674,U555_ses0,1659908160647.35,syncPulse,{}
1675,U555_ses0,1659908161631.69,syncPulse,{}
1676,U555_ses0,1659908162510.07,syncPulse,{}
1677,U555_ses0,1659908163355.36,syncPulse,{}
1678,U555_ses0,1659908164340.88,syncPulse,{}
1679,U555_ses0,1659908165481.15,syncPulse,{}
1680,U555_ses0,1659908166431.47,syncPulse,{}
1681,U555_ses0,1659908167421.9,syncPulse,{}
1682,U555_ses0,1659908168615.32,syncPulse,{}
1683,U555_ses0,1659908169771.77,syncPulse,{}
1684,U555_ses0,1659908170942.12,syncPulse,{}
1685,U555_ses0,1659908172093.04,syncPulse,{}
1686,U555_ses0,1659908172922.54,syncPulse,{}
1687,U555_ses0,1659908173749.79,syncPulse,{}
1688,U555_ses0,1659908174882.2,syncPulse,{}
1689,U555_ses0,1659908175784.49,syncPulse,{}
1690,U555_ses0,1659908176759.77,syncPulse,{}
1691,U555_ses0,1659908177742.08,syncPulse,{}
1692,U555_ses0,1659908178898.38,syncPulse,{}
1693,U555_ses0,1659908179990.56,syncPulse,{}
1694,U555_ses0,1659908180809.72,syncPulse,{}
1695,U555_ses0,1659908181756.95,syncPulse,{}
1696,U555_ses0,1659908182897.16,syncPulse,{}
1697,U555_ses0,1659908183970.52,syncPulse,{}
1714,U555_ses0,1659908185032.83,syncPulse,{}
1754,U555_ses0,1659908186130.18,syncPulse,{}
1788,U555_ses0,1659908186972.67,syncPulse,{}
1818,U555_ses0,1659908187833.93,syncPulse,{}
1848,U555_ses0,1659908188643.12,syncPulse,{}
1884,U555_ses0,1659908189498.6,syncPulse,{}
1921,U555_ses0,1659908190449.03,syncPulse,{}
1960,U555_ses0,1659908191525.62,syncPulse,{}
2009,U555_ses0,1659908192673.84,syncPulse,{}
2042,U555_ses0,1659908193558.2,syncPulse,{}
2082,U555_ses0,1659908194645.6,syncPulse,{}
2130,U555_ses0,1659908195721.02,syncPulse,{}
2167,U555_ses0,1659908196718.32,syncPulse,{}
2196,U555_ses0,1659908197541.73,syncPulse,{}
2229,U555_ses0,1659908198411.07,syncPulse,{}
2272,U555_ses0,1659908199423.69,syncPulse,{}
2309,U555_ses0,1659908200267.93,syncPulse,{}
2351,U555_ses0,1659908201417.14,syncPulse,{}
2383,U555_ses0,1659908202270.5,syncPulse,{}
2419,U555_ses0,1659908203243.03,syncPulse,{}
2456,U555_ses0,1659908204229.38,syncPulse,{}
2491,U555_ses0,1659908205165.79,syncPulse,{}
2533,U555_ses0,1659908206303.1,syncPulse,{}
2570,U555_ses0,1659908207310.66,syncPulse,{}
2615,U555_ses0,1659908208499.83,syncPulse,{}
2649,U555_ses0,1659908209327.28,syncPulse,{}
2694,U555_ses0,1659908210503.82,syncPulse,{}
2723,U555_ses0,1659908211318.28,syncPulse,{}
2753,U555_ses0,1659908212138.73,syncPulse,{}
2797,U555_ses0,1659908213330.08,syncPulse,{}
2844,U555_ses0,1659908214519.35,syncPulse,{}
2887,U555_ses0,1659908215539.88,syncPulse,{}
2926,U555_ses0,1659908216584.13,syncPulse,{}
2965,U555_ses0,1659908217588.43,syncPulse,{}
3001,U555_ses0,1659908218571.89,syncPulse,{}
3040,U555_ses0,1659908219660.44,syncPulse,{}
3083,U555_ses0,1659908220757.96,syncPulse,{}
3114,U555_ses0,1659908221646.31,syncPulse,{}
3150,U555_ses0,1659908222626.56,syncPulse,{}
3194,U555_ses0,1659908223763.77,syncPulse,{}
3231,U555_ses0,1659908224770.08,syncPulse,{}
3262,U555_ses0,1659908225664.43,syncPulse,{}
3295,U555_ses0,1659908226465.83,syncPulse,{}
3336,U555_ses0,1659908227610.27,syncPulse,{}
3373,U555_ses0,1659908228550.7,syncPulse,{}
3404,U555_ses0,1659908229407.08,syncPulse,{}
3448,U555_ses0,1659908230511.54,syncPulse,{}
3486,U555_ses0,1659908231462.88,syncPulse,{}
3519,U555_ses0,1659908232375.16,syncPulse,{}
3557,U555_ses0,1659908233318.51,syncPulse,{}
3595,U555_ses0,1659908234367.06,syncPulse,{}
3630,U555_ses0,1659908235236.49,syncPulse,{}
3660,U555_ses0,1659908236129.84,syncPulse,{}
3697,U555_ses0,1659908237097.14,syncPulse,{}
3732,U555_ses0,1659908237983.37,syncPulse,{}
3763,U555_ses0,1659908238909.76,syncPulse,{}
3807,U555_ses0,1659908240070.19,syncPulse,{}
